HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N2.HOG0002173	OG0001933	n0		CCC26101.1		ALV10211.1	AMC58565.1
N2.HOG0002174	OG0001934	n0		CCC26103.1		ALV10213.1	AMC58568.1
N2.HOG0002175	OG0001935	n0		CCC26104.1		ALV10214.1	AMC58569.1
N2.HOG0002176	OG0001936	n0		CCC26109.1		ALV10219.1	AMC58578.1
N2.HOG0002177	OG0001937	n0		CCC26110.1		ALV10220.1	AMC58581.1
N2.HOG0002178	OG0001938	n0		CCC26112.1		ALV10222.1	AMC58584.1
N2.HOG0002179	OG0001939	n0		CCC26113.1		ALV10223.1	AMC58585.1
N2.HOG0002180	OG0001940	n0		CCC26114.1		ALV10224.1	AMC58586.1
N2.HOG0002181	OG0001941	n0		CCC26115.1		ALV10225.1	AMC58587.1
N2.HOG0002182	OG0001942	n0		CCC26116.1		ALV10226.1	AMC58589.1
N2.HOG0002183	OG0001943	n0		CCC26141.1		ALV10251.1	AMC58611.1
N2.HOG0002184	OG0001944	n0		CCC26142.1		ALV12892.1	AMC58613.1
N2.HOG0002185	OG0001945	n0		CCC26143.1		ALV10252.1	AMC58614.1
N2.HOG0002186	OG0001946	n0		CCC26144.1		ALV12893.1	AMC58615.1
N2.HOG0002187	OG0001947	n0		CCC26145.1		ALV10253.1	AMC58616.1
N2.HOG0002188	OG0001948	n0		CCC26146.1		ALV10254.1	AMC58617.1
N2.HOG0002189	OG0001949	n0		CCC26147.1		ALV10255.1	AMC58618.1
N2.HOG0002190	OG0001950	n0		CCC26148.1		ALV10256.1	AMC58619.1
N2.HOG0002191	OG0001951	n0		CCC26149.1		ALV10257.1	AMC58620.1
N2.HOG0002192	OG0001952	n0		CCC26150.1		ALV12894.1	AMC58621.1
N2.HOG0002193	OG0001953	n0		CCC26151.1		ALV10258.1	AMC58623.1
N2.HOG0002194	OG0001954	n0		CCC26154.1		ALV10260.1	AMC58628.1
N2.HOG0002195	OG0001955	n0		CCC26159.1		ALV12897.1	AMC58633.1
N2.HOG0002196	OG0001956	n0		CCC26160.1		ALV12898.1	AMC58634.1
N2.HOG0002197	OG0001957	n0		CCC26162.1		ALV10265.1	
N2.HOG0002198	OG0001958	n0		CCC26169.1		ALV10272.1	AMC58642.1
N2.HOG0002199	OG0001959	n0		CCC26170.1		ALV12899.1	AMC58643.1
N2.HOG0002200	OG0001960	n0		CCC26184.1		ALV10287.1	AMC58659.1
N2.HOG0002201	OG0001961	n0		CCC26191.1		ALV10293.1	AMC58667.1
N2.HOG0002202	OG0001962	n0		CCC26201.1		ALV10303.1	AMC58677.1
N2.HOG0002203	OG0001963	n0		CCC26202.1		ALV10304.1	AMC58678.1
N2.HOG0002204	OG0001964	n0		CCC26205.1		ALV10307.1	AMC58681.1
N2.HOG0002205	OG0001965	n0		CCC26206.1		ALV12901.1	AMC58682.1
N2.HOG0002206	OG0001966	n0		CCC26208.1		ALV10309.1	AMC58685.1
N2.HOG0002207	OG0001967	n0		CCC26210.1		ALV10311.1	AMC58687.1
N2.HOG0002208	OG0001968	n0		CCC26211.1		ALV10312.1	AMC58688.1
N2.HOG0002209	OG0001969	n0		CCC26212.1		ALV10313.1	AMC58689.1
N2.HOG0002210	OG0001970	n0		CCC26213.1		ALV12902.1	AMC58690.1
N2.HOG0002211	OG0001971	n0		CCC26214.1		ALV10314.1	AMC58691.1
N2.HOG0002212	OG0001972	n0		CCC26218.1		ALV12903.1	AMC58696.1
N2.HOG0002213	OG0001973	n0		CCC26219.1		ALV12904.1	AMC58697.1
N2.HOG0002214	OG0001974	n0		CCC26222.1		ALV10319.1	AMC58700.1
N2.HOG0002215	OG0001975	n0		CCC26228.1		ALV10325.1	AMC58705.1
N2.HOG0002216	OG0001976	n0		CCC26229.1		ALV10326.1	AMC58707.1
N2.HOG0002217	OG0001977	n0		CCC26232.1		ALV12907.1	AMC58710.1
N2.HOG0002218	OG0001978	n0		CCC26241.1		ALV10337.1	AMC58719.1
N2.HOG0002219	OG0001979	n0		CCC26242.1		ALV10338.1	AMC58720.1
N2.HOG0002220	OG0001980	n0		CCC26243.1		ALV12908.1	AMC58721.1
N2.HOG0002221	OG0001981	n0		CCC26245.1		ALV10341.1	AMC58724.1
N2.HOG0002222	OG0001982	n0		CCC26250.1		ALV10346.1	AMC58731.1
N2.HOG0002223	OG0001983	n0		CCC26251.1		ALV10347.1	AMC58732.1
N2.HOG0002224	OG0001984	n0		CCC26253.1		ALV10349.1	AMC58734.1
N2.HOG0002225	OG0001985	n0		CCC26257.1		ALV10352.1	AMC58738.1
N2.HOG0002226	OG0001986	n0		CCC26267.1		ALV10361.1	AMC58748.1
N2.HOG0002227	OG0001987	n0		CCC26277.1		ALV12913.1	AMC58757.1
N2.HOG0002228	OG0001988	n0		CCC26278.1		ALV12914.1	AMC58758.1
N2.HOG0002229	OG0001989	n0		CCC26279.1		ALV10368.1	AMC58759.1
N2.HOG0002230	OG0001990	n0		CCC26280.1		ALV10369.1	AMC58760.1
N2.HOG0002231	OG0001991	n0		CCC26282.1		ALV12915.1	AMC58762.1
N2.HOG0002232	OG0001992	n0		CCC26295.1		ALV10381.1	AMC58774.1
N2.HOG0002233	OG0001993	n0		CCC26297.1		ALV10383.1	AMC58776.1
N2.HOG0002234	OG0001994	n0		CCC26302.1		ALV10389.1	AMC58781.1
N2.HOG0002235	OG0001995	n0		CCC26306.1		ALV10393.1	AMC58785.1
N2.HOG0002236	OG0001996	n0		CCC26307.1		ALV10394.1	AMC58786.1
N2.HOG0002237	OG0001997	n0		CCC26308.1		ALV10395.1	AMC58787.1
N2.HOG0002238	OG0001998	n0		CCC26309.1		ALV10396.1	AMC58788.1
N2.HOG0002239	OG0001999	n0		CCC26322.1		ALV10405.1	AMC58802.1
N2.HOG0002240	OG0002000	n0		CCC26325.1		ALV10408.1	AMC58805.1
N2.HOG0002241	OG0002001	n0		CCC26341.1		ALV10422.1	AMC58825.1
N2.HOG0002242	OG0002002	n0		CCC26344.1		ALV10425.1	AMC58828.1
N2.HOG0002243	OG0002003	n0		CCC26346.1		ALV10427.1	AMC58830.1
N2.HOG0002244	OG0002004	n0		CCC26349.1		ALV10428.1	AMC58834.1
N2.HOG0002245	OG0002005	n0		CCC26352.1		ALV12924.1	AMC58837.1
N2.HOG0002246	OG0002006	n0		CCC26353.1		ALV10430.1	AMC58838.1
N2.HOG0002247	OG0002007	n0		CCC26356.1		ALV10433.1	AMC58841.1
N2.HOG0002248	OG0002008	n0		CCC26361.1		ALV10436.1	AMC58847.1
N2.HOG0002249	OG0002009	n0		CCC26364.1		ALV10438.1	AMC58850.1
N2.HOG0002250	OG0002010	n0		CCC26377.1		ALV10449.1	AMC58864.1
N2.HOG0002251	OG0002011	n0		CCC26378.1		ALV12928.1	AMC58865.1
N2.HOG0002252	OG0002012	n0		CCC26380.1		ALV10451.1	AMC58867.1
N2.HOG0002253	OG0002013	n0		CCC26411.1		ALV10481.1	AMC58901.1
N2.HOG0002254	OG0002014	n0		CCC26417.1		ALV10486.1	AMC58907.1
N2.HOG0002255	OG0002015	n0		CCC26422.1		ALV10491.1	AMC58912.1
N2.HOG0002256	OG0002016	n0		CCC26423.1		ALV12932.1	AMC58913.1
N2.HOG0002257	OG0002017	n0		CCC26424.1		ALV10492.1	AMC58914.1
N2.HOG0002258	OG0002018	n0		CCC26425.1		ALV10493.1	AMC58915.1
N2.HOG0002259	OG0002019	n0		CCC26426.1		ALV10494.1	AMC58916.1
N2.HOG0002260	OG0002020	n0		CCC26442.1		ALV10509.1	AMC58932.1
N2.HOG0002261	OG0002021	n0		CCC26444.1		ALV10511.1	AMC58934.1
N2.HOG0002262	OG0002022	n0		CCC26446.1		ALV10513.1	AMC58938.1
N2.HOG0002263	OG0002023	n0		CCC26448.1		ALV10515.1	AMC58940.1
N2.HOG0002264	OG0002024	n0		CCC26449.1		ALV10516.1	AMC58941.1
N2.HOG0002265	OG0002025	n0		CCC26452.1		ALV10519.1	AMC58945.1
N2.HOG0002266	OG0002026	n0		CCC26453.1		ALV10520.1	AMC58946.1
N2.HOG0002267	OG0002027	n0		CCC26460.1		ALV10527.1	AMC58956.1
N2.HOG0002268	OG0002028	n0		CCC26463.1		ALV10531.1	AMC58960.1
N2.HOG0002269	OG0002029	n0		CCC26473.1		ALV10540.1	AMC58970.1
N2.HOG0002270	OG0002030	n0		CCC26476.1		ALV10543.1	AMC58973.1
N2.HOG0002271	OG0002031	n0		CCC26494.1		ALV10559.1	AMC58993.1
N2.HOG0002272	OG0002032	n0		CCC26495.1		ALV12938.1	AMC58994.1
N2.HOG0002273	OG0002033	n0		CCC26501.1		ALV10563.1	AMC59000.1
N2.HOG0002274	OG0002034	n0		CCC26519.1		ALV10579.1	AMC59019.1
N2.HOG0002275	OG0002035	n0		CCC26525.1		ALV10585.1	AMC59026.1
N2.HOG0002276	OG0002036	n0		CCC26526.1		ALV10586.1	AMC59027.1
N2.HOG0002277	OG0002037	n0		CCC26529.1		ALV10589.1	
N2.HOG0002278	OG0002038	n0		CCC26538.1		ALV10600.1	AMC59042.1
N2.HOG0002279	OG0002039	n0		CCC26541.1		ALV10603.1	AMC59045.1
N2.HOG0002280	OG0002040	n0		CCC26548.1		ALV12944.1	AMC59056.1
N2.HOG0002281	OG0002041	n0		CCC26549.1		ALV10611.1	AMC59057.1
N2.HOG0002282	OG0002042	n0		CCC26568.1		ALV10630.1	AMC59076.1
N2.HOG0002283	OG0002043	n0		CCC26584.1		ALV10645.1	AMC59095.1
N2.HOG0002284	OG0002044	n0		CCC26587.1		ALV10648.1	AMC59099.1
N2.HOG0002285	OG0002045	n0		CCC26630.1		ALV10670.1	AMC59146.1
N2.HOG0002286	OG0002046	n0		CCC26631.1		ALV10671.1	AMC59147.1
N2.HOG0002287	OG0002047	n0		CCC26632.1		ALV10672.1	AMC59148.1
N2.HOG0002288	OG0002048	n0		CCC26641.1		ALV10681.1	AMC59157.1
N2.HOG0002289	OG0002049	n0		CCC26642.1		ALV10682.1	AMC59158.1
N2.HOG0002290	OG0002050	n0		CCC26649.1		ALV10688.1	AMC59165.1
N2.HOG0002291	OG0002051	n0		CCC26662.1		ALV10699.1	AMC59179.1
N2.HOG0002292	OG0002052	n0		CCC26666.1		ALV12956.1	AMC59183.1
N2.HOG0002293	OG0002053	n0		CCC26670.1		ALV10705.1	AMC59187.1
N2.HOG0002294	OG0002054	n0		CCC26681.1		ALV10712.1	AMC59197.1
N2.HOG0002295	OG0002055	n0		CCC26682.1		ALV10713.1	AMC59198.1
N2.HOG0002296	OG0002056	n0		CCC26692.1		ALV10722.1	AMC59208.1
N2.HOG0002297	OG0002057	n0		CCC26703.1		ALV10732.1	AMC59219.1
N2.HOG0002298	OG0002058	n0		CCC26704.1		ALV10733.1	AMC59220.1
N2.HOG0002299	OG0002059	n0		CCC26705.1		ALV10734.1	AMC59221.1
N2.HOG0002300	OG0002060	n0		CCC26706.1		ALV10735.1	AMC59222.1
N2.HOG0002301	OG0002061	n0		CCC26707.1		ALV10736.1	AMC59223.1
N2.HOG0002302	OG0002062	n0		CCC26711.1		ALV10740.1	AMC59227.1
N2.HOG0002303	OG0002063	n0		CCC26716.1		ALV10745.1	AMC59232.1
N2.HOG0002304	OG0002064	n0		CCC26718.1		ALV10746.1	AMC59234.1
N2.HOG0002305	OG0002065	n0		CCC26722.1		ALV10748.1	AMC59241.1
N2.HOG0002306	OG0002066	n0		CCC26754.1		ALV10775.1	AMC59274.1
N2.HOG0002307	OG0002067	n0		CCC26756.1		ALV10776.1	AMC59275.1
N2.HOG0002308	OG0002068	n0		CCC26774.1		ALV10792.1	AMC59295.1
N2.HOG0002309	OG0002069	n0		CCC26778.1		ALV10796.1	AMC59300.1
N2.HOG0002310	OG0002070	n0		CCC26779.1		ALV12969.1	AMC59301.1
N2.HOG0002311	OG0002071	n0		CCC26780.1		ALV10797.1	AMC59302.1
N2.HOG0002312	OG0002072	n0		CCC26791.1		ALV10807.1	AMC59317.1
N2.HOG0002313	OG0002073	n0		CCC26811.1		ALV12971.1	AMC59340.1
N2.HOG0002314	OG0002074	n0		CCC26812.1		ALV10826.1	AMC59341.1
N2.HOG0002315	OG0002075	n0		CCC26817.1		ALV12972.1	AMC59346.1
N2.HOG0002316	OG0002076	n0		CCC26821.1		ALV10834.1	AMC59350.1
N2.HOG0002317	OG0002077	n0		CCC26835.1		ALV10846.1	AMC59367.1
N2.HOG0002318	OG0002078	n0		CCC26837.1		ALV10847.1	AMC59369.1
N2.HOG0002319	OG0002079	n0		CCC26840.1		ALV12977.1	AMC59372.1
N2.HOG0002320	OG0002080	n0		CCC26843.1		ALV10852.1	
N2.HOG0002321	OG0002081	n0		CCC26845.1		ALV10854.1	AMC59378.1
N2.HOG0002322	OG0002082	n0		CCC26847.1		ALV10856.1	AMC59381.1
N2.HOG0002323	OG0002083	n0		CCC26858.1		ALV10864.1	AMC59393.1
N2.HOG0002324	OG0002084	n0		CCC26864.1		ALV10870.1	AMC59400.1
N2.HOG0002325	OG0002085	n0		CCC26868.1		ALV10873.1	AMC59404.1
N2.HOG0002326	OG0002086	n0		CCC26869.1		ALV10874.1	AMC59405.1
N2.HOG0002327	OG0002087	n0		CCC26871.1		ALV10875.1	AMC59407.1
N2.HOG0002328	OG0002088	n0		CCC26873.1		ALV12982.1	AMC59409.1
N2.HOG0002329	OG0002089	n0		CCC26877.1		ALV10879.1	AMC59412.1
N2.HOG0002330	OG0002090	n0		CCC26878.1		ALV10880.1	AMC59413.1
N2.HOG0002331	OG0002091	n0		CCC26906.1		ALV10906.1	AMC59445.1
N2.HOG0002332	OG0002092	n0		CCC26908.1		ALV10908.1	AMC59447.1
N2.HOG0002333	OG0002093	n0		CCC26915.1		ALV12985.1	AMC59455.1
N2.HOG0002334	OG0002094	n0		CCC26916.1		ALV10915.1	AMC59456.1
N2.HOG0002335	OG0002095	n0		CCC26917.1		ALV10916.1	AMC59457.1
N2.HOG0002336	OG0002096	n0		CCC26926.1		ALV10925.1	AMC59465.1
N2.HOG0002337	OG0002097	n0		CCC26933.1		ALV10933.1	AMC59473.1
N2.HOG0002338	OG0002098	n0		CCC26934.1		ALV10934.1	AMC59474.1
N2.HOG0002339	OG0002099	n0		CCC26936.1			AMC59476.1
N2.HOG0002340	OG0002100	n0		CCC26939.1		ALV10938.1	AMC59479.1
N2.HOG0002341	OG0002101	n0		CCC26949.1		ALV10948.1	AMC59489.1
N2.HOG0002342	OG0002102	n0		CCC26950.1		ALV10949.1	AMC59490.1
N2.HOG0002343	OG0002103	n0		CCC26951.1		ALV10950.1	AMC59491.1
N2.HOG0002344	OG0002104	n0		CCC26955.1		ALV10954.1	AMC59495.1
N2.HOG0002345	OG0002105	n0		CCC26958.1		ALV10957.1	AMC59498.1
N2.HOG0002346	OG0002106	n0		CCC26960.1		ALV10959.1	AMC59500.1
N2.HOG0002347	OG0002107	n0		CCC26961.1		ALV10960.1	AMC59501.1
N2.HOG0002348	OG0002108	n0		CCC26962.1		ALV10961.1	AMC59502.1
N2.HOG0002349	OG0002109	n0		CCC26965.1		ALV10964.1	AMC59505.1
N2.HOG0002350	OG0002110	n0		CCC26966.1		ALV10965.1	AMC59506.1
N2.HOG0002351	OG0002111	n0		CCC26967.1		ALV10966.1	AMC59507.1
N2.HOG0002352	OG0002112	n0		CCC26970.1		ALV12987.1	AMC59511.1
N2.HOG0002353	OG0002113	n0		CCC26971.1		ALV10969.1	AMC59512.1
N2.HOG0002354	OG0002114	n0		CCC26974.1		ALV10971.1	AMC59515.1
N2.HOG0002355	OG0002115	n0		CCC26977.1		ALV10974.1	AMC59518.1
N2.HOG0002356	OG0002116	n0		CCC26980.1		ALV12989.1	AMC59523.1
N2.HOG0002357	OG0002117	n0		CCC26983.1		ALV10977.1	AMC59526.1
N2.HOG0002358	OG0002118	n0		CCC26985.1		ALV10978.1	AMC59528.1
N2.HOG0002359	OG0002119	n0		CCC26986.1		ALV10979.1	AMC59529.1
N2.HOG0002360	OG0002120	n0		CCC26987.1		ALV10980.1	AMC59530.1
N2.HOG0002361	OG0002121	n0		CCC26990.1		ALV10984.1	AMC59534.1
N2.HOG0002362	OG0002122	n0		CCC26991.1		ALV10985.1	AMC59535.1
N2.HOG0002363	OG0002123	n0		CCC27001.1		ALV10993.1	AMC59547.1
N2.HOG0002364	OG0002124	n0		CCC27002.1		ALV10994.1	AMC59548.1
N2.HOG0002365	OG0002125	n0		CCC27003.1		ALV12993.1	AMC59549.1
N2.HOG0002366	OG0002126	n0		CCC27013.1		ALV11002.1	AMC59560.1
N2.HOG0002367	OG0002127	n0		CCC27015.1		ALV11004.1	AMC59562.1
N2.HOG0002368	OG0002128	n0		CCC27018.1		ALV11006.1	AMC59566.1
N2.HOG0002369	OG0002129	n0		CCC27021.1		ALV11008.1	AMC59570.1
N2.HOG0002370	OG0002130	n0		CCC27023.1		ALV11010.1	AMC59571.1
N2.HOG0002371	OG0002131	n0		CCC27025.1		ALV11012.1	AMC59574.1
N2.HOG0002372	OG0002132	n0		CCC27028.1		ALV11015.1	AMC59578.1
N2.HOG0002373	OG0002133	n0		CCC27031.1		ALV11017.1	AMC59581.1
N2.HOG0002374	OG0002134	n0		CCC27045.1		ALV11031.1	AMC59596.1
N2.HOG0002375	OG0002135	n0		CCC27053.1		ALV12998.1	AMC59604.1
N2.HOG0002376	OG0002136	n0		CCC27056.1		ALV11042.1	AMC59609.1
N2.HOG0002377	OG0002137	n0		CCC27059.1		ALV11044.1	AMC59612.1
N2.HOG0002378	OG0002138	n0		CCC27060.1		ALV11045.1	AMC59613.1
N2.HOG0002379	OG0002139	n0		CCC27065.1		ALV11051.1	AMC59621.1
N2.HOG0002380	OG0002140	n0		CCC27073.1		ALV11061.1	AMC59631.1
N2.HOG0002381	OG0002141	n0		CCC27082.1		ALV11069.1	AMC59641.1
N2.HOG0002382	OG0002142	n0		CCC27086.1		ALV11072.1	AMC59646.1
N2.HOG0002383	OG0002143	n0		CCC27103.1		ALV11088.1	AMC59663.1
N2.HOG0002384	OG0002144	n0		CCC27104.1		ALV13003.1	AMC59664.1
N2.HOG0002385	OG0002145	n0		CCC27110.1		ALV11093.1	AMC59671.1
N2.HOG0002386	OG0002146	n0		CCC27118.1		ALV11100.1	AMC59679.1
N2.HOG0002387	OG0002147	n0		CCC27119.1		ALV11101.1	AMC59680.1
N2.HOG0002388	OG0002148	n0		CCC27121.1		ALV11103.1	AMC59682.1
N2.HOG0002389	OG0002149	n0		CCC27127.1		ALV11108.1	AMC59689.1
N2.HOG0002390	OG0002150	n0		CCC27128.1		ALV11109.1	AMC59690.1
N2.HOG0002391	OG0002151	n0		CCC27130.1		ALV11111.1	AMC59692.1
N2.HOG0002392	OG0002152	n0		CCC27131.1		ALV11112.1	AMC59693.1
N2.HOG0002393	OG0002153	n0		CCC27132.1		ALV11113.1	AMC59694.1
N2.HOG0002394	OG0002154	n0		CCC27134.1		ALV13007.1	AMC59697.1
N2.HOG0002395	OG0002155	n0		CCC27138.1		ALV11117.1	AMC59703.1
N2.HOG0002396	OG0002156	n0		CCC27140.1		ALV11119.1	AMC59705.1
N2.HOG0002397	OG0002157	n0		CCC27141.1		ALV11120.1	AMC59706.1
N2.HOG0002398	OG0002158	n0		CCC27142.1		ALV11121.1	AMC59707.1
N2.HOG0002399	OG0002159	n0		CCC27144.1			
N2.HOG0002400	OG0002160	n0		CCC27147.1		ALV11124.1	AMC59712.1
N2.HOG0002401	OG0002161	n0		CCC27149.1		ALV11127.1	AMC59715.1
N2.HOG0002402	OG0002162	n0		CCC27150.1		ALV11128.1	AMC59716.1
N2.HOG0002403	OG0002163	n0		CCC27151.1		ALV11129.1	AMC59718.1
N2.HOG0002404	OG0002164	n0		CCC27152.1		ALV11130.1	AMC59719.1
N2.HOG0002405	OG0002165	n0		CCC27156.1		ALV13009.1	AMC59723.1
N2.HOG0002406	OG0002166	n0		CCC27161.1		ALV11138.1	
N2.HOG0002407	OG0002167	n0		CCC27162.1		ALV11139.1	AMC59729.1
N2.HOG0002408	OG0002168	n0		CCC27163.1		ALV11140.1	AMC59730.1
N2.HOG0002409	OG0002169	n0		CCC27164.1		ALV11141.1	AMC59731.1
N2.HOG0002410	OG0002170	n0		CCC27173.1		ALV13010.1	AMC59744.1
N2.HOG0002411	OG0002171	n0		CCC27174.1		ALV11151.1	AMC59745.1
N2.HOG0002412	OG0002172	n0		CCC27190.1		ALV11166.1	AMC59763.1
N2.HOG0002413	OG0002173	n0		CCC27196.1		ALV11171.1	AMC59769.1
N2.HOG0002414	OG0002174	n0		CCC27202.1		ALV11176.1	AMC59777.1
N2.HOG0002415	OG0002175	n0		CCC27211.1		ALV11186.1	AMC59787.1
N2.HOG0002416	OG0002176	n0		CCC27219.1		ALV11192.1	AMC59796.1
N2.HOG0002417	OG0002177	n0		CCC27220.1		ALV11193.1	AMC59797.1
N2.HOG0002418	OG0002178	n0		CCC27225.1		ALV13017.1	AMC59805.1
N2.HOG0002419	OG0002179	n0		CCC27233.1		ALV11206.1	AMC59813.1
N2.HOG0002420	OG0002180	n0		CCC27236.1			AMC59816.1
N2.HOG0002421	OG0002181	n0		CCC27255.1			AMC59838.1
N2.HOG0002422	OG0002182	n0		CCC27261.1		ALV11228.1	AMC59844.1
N2.HOG0002423	OG0002183	n0		CCC27270.1		ALV13023.1	AMC59854.1
N2.HOG0002424	OG0002184	n0		CCC27272.1		ALV11236.1	AMC59857.1
N2.HOG0002425	OG0002185	n0		CCC27273.1			AMC59858.1
N2.HOG0002426	OG0002186	n0		CCC27286.1		ALV11250.1	AMC59874.1
N2.HOG0002427	OG0002187	n0		CCC27289.1		ALV11253.1	AMC59878.1
N2.HOG0002428	OG0002188	n0		CCC27301.1		ALV11264.1	AMC59892.1
N2.HOG0002429	OG0002189	n0		CCC27308.1		ALV11271.1	AMC59899.1
N2.HOG0002430	OG0002190	n0		CCC27313.1		ALV13028.1	AMC59905.1
N2.HOG0002431	OG0002191	n0		CCC27314.1		ALV13029.1	AMC59906.1
N2.HOG0002432	OG0002192	n0		CCC27315.1		ALV11278.1	AMC59907.1
N2.HOG0002433	OG0002193	n0		CCC27317.1		ALV13030.1	AMC59909.1
N2.HOG0002434	OG0002194	n0		CCC27318.1		ALV11280.1	AMC59910.1
N2.HOG0002435	OG0002195	n0		CCC27319.1		ALV11282.1	AMC59912.1
N2.HOG0002436	OG0002196	n0		CCC27321.1		ALV13032.1	AMC59914.1
N2.HOG0002437	OG0002197	n0		CCC27329.1		ALV11290.1	AMC59923.1
N2.HOG0002438	OG0002198	n0		CCC27330.1		ALV13033.1	AMC59925.1
N2.HOG0002439	OG0002199	n0		CCC27331.1		ALV11291.1	AMC59926.1
N2.HOG0002440	OG0002200	n0		CCC27332.1		ALV11292.1	AMC59927.1
N2.HOG0002441	OG0002201	n0		CCC27333.1		ALV11293.1	AMC59928.1
N2.HOG0002442	OG0002202	n0		CCC27337.1		ALV13035.1	AMC59932.1
N2.HOG0002443	OG0002203	n0		CCC27341.1		ALV11300.1	AMC59936.1
N2.HOG0002444	OG0002204	n0		CCC27343.1		ALV11301.1	AMC59938.1
N2.HOG0002445	OG0002205	n0		CCC27346.1		ALV11304.1	AMC59941.1
N2.HOG0002446	OG0002206	n0		CCC27350.1		ALV11308.1	AMC59944.1
N2.HOG0002447	OG0002207	n0		CCC27358.1		ALV11316.1	AMC59953.1, AMC59952.1
N2.HOG0002448	OG0002208	n0		CCC27360.1		ALV11318.1	AMC59955.1
N2.HOG0002449	OG0002209	n0		CCC27362.1		ALV11320.1	AMC59957.1
N2.HOG0002450	OG0002210	n0		CCC27367.1		ALV11324.1	AMC59961.1
N2.HOG0002451	OG0002211	n0		CCC27368.1		ALV11326.1	AMC59962.1
N2.HOG0002452	OG0002212	n0		CCC27369.1		ALV11327.1	AMC59963.1
N2.HOG0002453	OG0002213	n0		CCC27378.1		ALV11332.1	AMC59973.1
N2.HOG0002454	OG0002214	n0		CCC27395.1		ALV11348.1	AMC59993.1
N2.HOG0002455	OG0002215	n0		CCC27396.1		ALV11349.1	AMC59994.1
N2.HOG0002456	OG0002216	n0		CCC27397.1		ALV11350.1	AMC59995.1
N2.HOG0002457	OG0002217	n0		CCC27402.1		ALV11355.1	AMC60000.1
N2.HOG0002458	OG0002218	n0		CCC27404.1		ALV11357.1	AMC60002.1
N2.HOG0002459	OG0002219	n0		CCC27405.1		ALV11358.1	AMC60003.1
N2.HOG0002460	OG0002220	n0		CCC27406.1		ALV11359.1	AMC60004.1
N2.HOG0002461	OG0002221	n0		CCC27409.1		ALV11361.1	AMC60007.1
N2.HOG0002462	OG0002222	n0		CCC27412.1		ALV11364.1	AMC60010.1
N2.HOG0002463	OG0002223	n0		CCC27415.1		ALV11367.1	AMC60013.1
N2.HOG0002464	OG0002224	n0		CCC27428.1		ALV11377.1	AMC60027.1
N2.HOG0002465	OG0002225	n0		CCC27444.1		ALV11383.1	AMC60043.1
N2.HOG0002466	OG0002226	n0		CCC27447.1		ALV11386.1	AMC60046.1
N2.HOG0002467	OG0002227	n0		CCC27449.1		ALV11387.1	AMC60049.1
N2.HOG0002468	OG0002228	n0		CCC27450.1		ALV11388.1	AMC60050.1
N2.HOG0002469	OG0002229	n0		CCC27459.1		ALV11396.1	AMC60060.1
N2.HOG0002470	OG0002230	n0		CCC27462.1		ALV11399.1	AMC60063.1
N2.HOG0002471	OG0002231	n0		CCC27463.1		ALV11400.1	AMC60064.1
N2.HOG0002472	OG0002232	n0		CCC27464.1		ALV11401.1	AMC60066.1
N2.HOG0002473	OG0002233	n0		CCC27465.1		ALV13049.1	AMC60067.1
N2.HOG0002474	OG0002234	n0		CCC27468.1		ALV11403.1	AMC60070.1
N2.HOG0002475	OG0002235	n0		CCC27469.1		ALV11404.1	AMC60071.1
N2.HOG0002476	OG0002236	n0		CCC27470.1		ALV11405.1	AMC60072.1
N2.HOG0002477	OG0002237	n0		CCC27471.1		ALV11407.1	AMC60074.1
N2.HOG0002478	OG0002238	n0		CCC27472.1		ALV11408.1	AMC60076.1
N2.HOG0002479	OG0002239	n0		CCC27477.1		ALV13051.1	AMC60082.1
N2.HOG0002480	OG0002240	n0		CCC27482.1		ALV11420.1	AMC60088.1
N2.HOG0002481	OG0002241	n0		CCC27483.1		ALV11421.1	AMC60089.1
N2.HOG0002482	OG0002242	n0		CCC27488.1		ALV11426.1	AMC60093.1
N2.HOG0002483	OG0002243	n0		CCC27490.1		ALV11428.1	AMC60095.1
N2.HOG0002484	OG0002244	n0		CCC27491.1		ALV13052.1	AMC60096.1
N2.HOG0002485	OG0002245	n0		CCC27492.1		ALV11429.1	AMC60097.1
N2.HOG0002486	OG0002246	n0		CCC27500.1		ALV11437.1	AMC60105.1
N2.HOG0002487	OG0002247	n0		CCC27502.1		ALV11439.1	AMC60107.1
N2.HOG0002488	OG0002248	n0		CCC27503.1		ALV11440.1	AMC60108.1
N2.HOG0002489	OG0002249	n0		CCC27508.1		ALV11446.1	AMC60114.1
N2.HOG0002490	OG0002250	n0		CCC27510.1		ALV11448.1	AMC60116.1
N2.HOG0002491	OG0002251	n0		CCC27511.1		ALV13054.1	AMC60117.1
N2.HOG0002492	OG0002252	n0		CCC27515.1		ALV11452.1	AMC60122.1
N2.HOG0002493	OG0002253	n0		CCC27517.1		ALV11454.1	AMC61211.1, AMC60124.1
N2.HOG0002494	OG0002254	n0		CCC27520.1		ALV11457.1	AMC60127.1
N2.HOG0002495	OG0002255	n0		CCC27537.1		ALV13059.1	AMC60145.1
N2.HOG0002496	OG0002256	n0		CCC27540.1		ALV11471.1	AMC60146.1
N2.HOG0002497	OG0002257	n0		CCC27541.1		ALV13060.1	AMC60147.1
