HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N3.HOG0002325	OG0002104	n0		CCC26955.1		ALV10954.1	
N3.HOG0002326	OG0002105	n0		CCC26958.1		ALV10957.1	
N3.HOG0002327	OG0002106	n0		CCC26960.1		ALV10959.1	
N3.HOG0002328	OG0002107	n0		CCC26961.1		ALV10960.1	
N3.HOG0002329	OG0002108	n0		CCC26962.1		ALV10961.1	
N3.HOG0002330	OG0002109	n0		CCC26965.1		ALV10964.1	
N3.HOG0002331	OG0002110	n0		CCC26966.1		ALV10965.1	
N3.HOG0002332	OG0002111	n0		CCC26967.1		ALV10966.1	
N3.HOG0002333	OG0002112	n0		CCC26970.1		ALV12987.1	
N3.HOG0002334	OG0002113	n0		CCC26971.1		ALV10969.1	
N3.HOG0002335	OG0002114	n0		CCC26974.1		ALV10971.1	
N3.HOG0002336	OG0002115	n0		CCC26977.1		ALV10974.1	
N3.HOG0002337	OG0002116	n0		CCC26980.1		ALV12989.1	
N3.HOG0002338	OG0002117	n0		CCC26983.1		ALV10977.1	
N3.HOG0002339	OG0002118	n0		CCC26985.1		ALV10978.1	
N3.HOG0002340	OG0002119	n0		CCC26986.1		ALV10979.1	
N3.HOG0002341	OG0002120	n0		CCC26987.1		ALV10980.1	
N3.HOG0002342	OG0002121	n0		CCC26990.1		ALV10984.1	
N3.HOG0002343	OG0002122	n0		CCC26991.1		ALV10985.1	
N3.HOG0002344	OG0002123	n0		CCC27001.1		ALV10993.1	
N3.HOG0002345	OG0002124	n0		CCC27002.1		ALV10994.1	
N3.HOG0002346	OG0002125	n0		CCC27003.1		ALV12993.1	
N3.HOG0002347	OG0002126	n0		CCC27013.1		ALV11002.1	
N3.HOG0002348	OG0002127	n0		CCC27015.1		ALV11004.1	
N3.HOG0002349	OG0002128	n0		CCC27018.1		ALV11006.1	
N3.HOG0002350	OG0002129	n0		CCC27021.1		ALV11008.1	
N3.HOG0002351	OG0002130	n0		CCC27023.1		ALV11010.1	
N3.HOG0002352	OG0002131	n0		CCC27025.1		ALV11012.1	
N3.HOG0002353	OG0002132	n0		CCC27028.1		ALV11015.1	
N3.HOG0002354	OG0002133	n0		CCC27031.1		ALV11017.1	
N3.HOG0002355	OG0002134	n0		CCC27045.1		ALV11031.1	
N3.HOG0002356	OG0002135	n0		CCC27053.1		ALV12998.1	
N3.HOG0002357	OG0002136	n0		CCC27056.1		ALV11042.1	
N3.HOG0002358	OG0002137	n0		CCC27059.1		ALV11044.1	
N3.HOG0002359	OG0002138	n0		CCC27060.1		ALV11045.1	
N3.HOG0002360	OG0002139	n0		CCC27065.1		ALV11051.1	
N3.HOG0002361	OG0002140	n0		CCC27073.1		ALV11061.1	
N3.HOG0002362	OG0002141	n0		CCC27082.1		ALV11069.1	
N3.HOG0002363	OG0002142	n0		CCC27086.1		ALV11072.1	
N3.HOG0002364	OG0002143	n0		CCC27103.1		ALV11088.1	
N3.HOG0002365	OG0002144	n0		CCC27104.1		ALV13003.1	
N3.HOG0002366	OG0002145	n0		CCC27110.1		ALV11093.1	
N3.HOG0002367	OG0002146	n0		CCC27118.1		ALV11100.1	
N3.HOG0002368	OG0002147	n0		CCC27119.1		ALV11101.1	
N3.HOG0002369	OG0002148	n0		CCC27121.1		ALV11103.1	
N3.HOG0002370	OG0002149	n0		CCC27127.1		ALV11108.1	
N3.HOG0002371	OG0002150	n0		CCC27128.1		ALV11109.1	
N3.HOG0002372	OG0002151	n0		CCC27130.1		ALV11111.1	
N3.HOG0002373	OG0002152	n0		CCC27131.1		ALV11112.1	
N3.HOG0002374	OG0002153	n0		CCC27132.1		ALV11113.1	
N3.HOG0002375	OG0002154	n0		CCC27134.1		ALV13007.1	
N3.HOG0002376	OG0002155	n0		CCC27138.1		ALV11117.1	
N3.HOG0002377	OG0002156	n0		CCC27140.1		ALV11119.1	
N3.HOG0002378	OG0002157	n0		CCC27141.1		ALV11120.1	
N3.HOG0002379	OG0002158	n0		CCC27142.1		ALV11121.1	
N3.HOG0002380	OG0002159	n0		CCC27144.1			
N3.HOG0002381	OG0002160	n0		CCC27147.1		ALV11124.1	
N3.HOG0002382	OG0002161	n0		CCC27149.1		ALV11127.1	
N3.HOG0002383	OG0002162	n0		CCC27150.1		ALV11128.1	
N3.HOG0002384	OG0002163	n0		CCC27151.1		ALV11129.1	
N3.HOG0002385	OG0002164	n0		CCC27152.1		ALV11130.1	
N3.HOG0002386	OG0002165	n0		CCC27156.1		ALV13009.1	
N3.HOG0002387	OG0002166	n0		CCC27161.1		ALV11138.1	
N3.HOG0002388	OG0002167	n0		CCC27162.1		ALV11139.1	
N3.HOG0002389	OG0002168	n0		CCC27163.1		ALV11140.1	
N3.HOG0002390	OG0002169	n0		CCC27164.1		ALV11141.1	
N3.HOG0002391	OG0002170	n0		CCC27173.1		ALV13010.1	
N3.HOG0002392	OG0002171	n0		CCC27174.1		ALV11151.1	
N3.HOG0002393	OG0002172	n0		CCC27190.1		ALV11166.1	
N3.HOG0002394	OG0002173	n0		CCC27196.1		ALV11171.1	
N3.HOG0002395	OG0002174	n0		CCC27202.1		ALV11176.1	
N3.HOG0002396	OG0002175	n0		CCC27211.1		ALV11186.1	
N3.HOG0002397	OG0002176	n0		CCC27219.1		ALV11192.1	
N3.HOG0002398	OG0002177	n0		CCC27220.1		ALV11193.1	
N3.HOG0002399	OG0002178	n0		CCC27225.1		ALV13017.1	
N3.HOG0002400	OG0002179	n0		CCC27233.1		ALV11206.1	
N3.HOG0002401	OG0002180	n0		CCC27236.1			
N3.HOG0002402	OG0002181	n0		CCC27255.1			
N3.HOG0002403	OG0002182	n0		CCC27261.1		ALV11228.1	
N3.HOG0002404	OG0002183	n0		CCC27270.1		ALV13023.1	
N3.HOG0002405	OG0002184	n0		CCC27272.1		ALV11236.1	
N3.HOG0002406	OG0002185	n0		CCC27273.1			
N3.HOG0002407	OG0002186	n0		CCC27286.1		ALV11250.1	
N3.HOG0002408	OG0002187	n0		CCC27289.1		ALV11253.1	
N3.HOG0002409	OG0002188	n0		CCC27301.1		ALV11264.1	
N3.HOG0002410	OG0002189	n0		CCC27308.1		ALV11271.1	
N3.HOG0002411	OG0002190	n0		CCC27313.1		ALV13028.1	
N3.HOG0002412	OG0002191	n0		CCC27314.1		ALV13029.1	
N3.HOG0002413	OG0002192	n0		CCC27315.1		ALV11278.1	
N3.HOG0002414	OG0002193	n0		CCC27317.1		ALV13030.1	
N3.HOG0002415	OG0002194	n0		CCC27318.1		ALV11280.1	
N3.HOG0002416	OG0002195	n0		CCC27319.1		ALV11282.1	
N3.HOG0002417	OG0002196	n0		CCC27321.1		ALV13032.1	
N3.HOG0002418	OG0002197	n0		CCC27329.1		ALV11290.1	
N3.HOG0002419	OG0002198	n0		CCC27330.1		ALV13033.1	
N3.HOG0002420	OG0002199	n0		CCC27331.1		ALV11291.1	
N3.HOG0002421	OG0002200	n0		CCC27332.1		ALV11292.1	
N3.HOG0002422	OG0002201	n0		CCC27333.1		ALV11293.1	
N3.HOG0002423	OG0002202	n0		CCC27337.1		ALV13035.1	
N3.HOG0002424	OG0002203	n0		CCC27341.1		ALV11300.1	
N3.HOG0002425	OG0002204	n0		CCC27343.1		ALV11301.1	
N3.HOG0002426	OG0002205	n0		CCC27346.1		ALV11304.1	
N3.HOG0002427	OG0002206	n0		CCC27350.1		ALV11308.1	
N3.HOG0002428	OG0002207	n0		CCC27358.1		ALV11316.1	
N3.HOG0002429	OG0002208	n0		CCC27360.1		ALV11318.1	
N3.HOG0002430	OG0002209	n0		CCC27362.1		ALV11320.1	
N3.HOG0002431	OG0002210	n0		CCC27367.1		ALV11324.1	
N3.HOG0002432	OG0002211	n0		CCC27368.1		ALV11326.1	
N3.HOG0002433	OG0002212	n0		CCC27369.1		ALV11327.1	
N3.HOG0002434	OG0002213	n0		CCC27378.1		ALV11332.1	
N3.HOG0002435	OG0002214	n0		CCC27395.1		ALV11348.1	
N3.HOG0002436	OG0002215	n0		CCC27396.1		ALV11349.1	
N3.HOG0002437	OG0002216	n0		CCC27397.1		ALV11350.1	
N3.HOG0002438	OG0002217	n0		CCC27402.1		ALV11355.1	
N3.HOG0002439	OG0002218	n0		CCC27404.1		ALV11357.1	
N3.HOG0002440	OG0002219	n0		CCC27405.1		ALV11358.1	
N3.HOG0002441	OG0002220	n0		CCC27406.1		ALV11359.1	
N3.HOG0002442	OG0002221	n0		CCC27409.1		ALV11361.1	
N3.HOG0002443	OG0002222	n0		CCC27412.1		ALV11364.1	
N3.HOG0002444	OG0002223	n0		CCC27415.1		ALV11367.1	
N3.HOG0002445	OG0002224	n0		CCC27428.1		ALV11377.1	
N3.HOG0002446	OG0002225	n0		CCC27444.1		ALV11383.1	
N3.HOG0002447	OG0002226	n0		CCC27447.1		ALV11386.1	
N3.HOG0002448	OG0002227	n0		CCC27449.1		ALV11387.1	
N3.HOG0002449	OG0002228	n0		CCC27450.1		ALV11388.1	
N3.HOG0002450	OG0002229	n0		CCC27459.1		ALV11396.1	
N3.HOG0002451	OG0002230	n0		CCC27462.1		ALV11399.1	
N3.HOG0002452	OG0002231	n0		CCC27463.1		ALV11400.1	
N3.HOG0002453	OG0002232	n0		CCC27464.1		ALV11401.1	
N3.HOG0002454	OG0002233	n0		CCC27465.1		ALV13049.1	
N3.HOG0002455	OG0002234	n0		CCC27468.1		ALV11403.1	
N3.HOG0002456	OG0002235	n0		CCC27469.1		ALV11404.1	
N3.HOG0002457	OG0002236	n0		CCC27470.1		ALV11405.1	
N3.HOG0002458	OG0002237	n0		CCC27471.1		ALV11407.1	
N3.HOG0002459	OG0002238	n0		CCC27472.1		ALV11408.1	
N3.HOG0002460	OG0002239	n0		CCC27477.1		ALV13051.1	
N3.HOG0002461	OG0002240	n0		CCC27482.1		ALV11420.1	
N3.HOG0002462	OG0002241	n0		CCC27483.1		ALV11421.1	
N3.HOG0002463	OG0002242	n0		CCC27488.1		ALV11426.1	
N3.HOG0002464	OG0002243	n0		CCC27490.1		ALV11428.1	
N3.HOG0002465	OG0002244	n0		CCC27491.1		ALV13052.1	
N3.HOG0002466	OG0002245	n0		CCC27492.1		ALV11429.1	
N3.HOG0002467	OG0002246	n0		CCC27500.1		ALV11437.1	
N3.HOG0002468	OG0002247	n0		CCC27502.1		ALV11439.1	
N3.HOG0002469	OG0002248	n0		CCC27503.1		ALV11440.1	
N3.HOG0002470	OG0002249	n0		CCC27508.1		ALV11446.1	
N3.HOG0002471	OG0002250	n0		CCC27510.1		ALV11448.1	
N3.HOG0002472	OG0002251	n0		CCC27511.1		ALV13054.1	
N3.HOG0002473	OG0002252	n0		CCC27515.1		ALV11452.1	
N3.HOG0002474	OG0002253	n0		CCC27517.1		ALV11454.1	
N3.HOG0002475	OG0002254	n0		CCC27520.1		ALV11457.1	
N3.HOG0002476	OG0002255	n0		CCC27537.1		ALV13059.1	
N3.HOG0002477	OG0002256	n0		CCC27540.1		ALV11471.1	
N3.HOG0002478	OG0002257	n0		CCC27541.1		ALV13060.1	
N3.HOG0002479	OG0002258	n0		CCC27542.1		ALV11472.1	
N3.HOG0002480	OG0002259	n0		CCC27543.1		ALV11473.1	
N3.HOG0002481	OG0002260	n0		CCC27550.1		ALV11479.1	
N3.HOG0002482	OG0002261	n0		CCC27551.1		ALV11480.1	
N3.HOG0002483	OG0002262	n0		CCC27558.1		ALV11486.1	
N3.HOG0002484	OG0002263	n0		CCC27565.1		ALV11492.1	
N3.HOG0002485	OG0002264	n0		CCC27571.1		ALV11498.1	
N3.HOG0002486	OG0002265	n0		CCC27580.1		ALV11507.1	
N3.HOG0002487	OG0002266	n0		CCC27583.1		ALV11510.1	
N3.HOG0002488	OG0002267	n0		CCC27584.1		ALV11511.1	
N3.HOG0002489	OG0002268	n0		CCC27585.1		ALV11512.1	
N3.HOG0002490	OG0002269	n0		CCC27587.1		ALV11514.1	
N3.HOG0002491	OG0002270	n0		CCC27588.1		ALV11515.1	
N3.HOG0002492	OG0002271	n0		CCC27591.1		ALV11518.1	
N3.HOG0002493	OG0002272	n0		CCC27595.1		ALV11522.1	
N3.HOG0002494	OG0002273	n0		CCC27601.1		ALV11530.1	
N3.HOG0002495	OG0002274	n0		CCC27602.1		ALV11531.1	
N3.HOG0002496	OG0002275	n0		CCC27618.1		ALV11545.1	
N3.HOG0002497	OG0002276	n0		CCC27638.1		ALV11564.1	
N3.HOG0002498	OG0002277	n0		CCC27643.1		ALV11569.1	
N3.HOG0002499	OG0002278	n0		CCC27647.1		ALV11573.1	
N3.HOG0002500	OG0002279	n0		CCC27655.1		ALV11578.1	
N3.HOG0002501	OG0002280	n0		CCC27657.1		ALV11580.1	
N3.HOG0002502	OG0002281	n0		CCC27661.1		ALV11583.1	
N3.HOG0002503	OG0002282	n0		CCC27662.1		ALV11584.1	
N3.HOG0002504	OG0002283	n0		CCC27664.1		ALV11586.1	
N3.HOG0002505	OG0002284	n0		CCC27665.1		ALV11587.1	
N3.HOG0002506	OG0002285	n0		CCC27671.1		ALV11592.1	
N3.HOG0002507	OG0002286	n0		CCC27684.1		ALV11605.1	
N3.HOG0002508	OG0002287	n0		CCC27685.1		ALV11606.1	
N3.HOG0002509	OG0002288	n0		CCC27688.1		ALV11608.1	
N3.HOG0002510	OG0002289	n0		CCC27705.1		ALV11625.1	
N3.HOG0002511	OG0002290	n0		CCC27708.1		ALV11628.1	
N3.HOG0002512	OG0002291	n0		CCC27709.1		ALV11629.1	
N3.HOG0002513	OG0002292	n0		CCC27711.1		ALV11631.1	
N3.HOG0002514	OG0002293	n0		CCC27716.1		ALV11636.1	
N3.HOG0002515	OG0002294	n0		CCC27717.1		ALV13075.1	
N3.HOG0002516	OG0002295	n0		CCC27718.1		ALV11637.1	
N3.HOG0002517	OG0002296	n0		CCC27722.1		ALV11639.1	
N3.HOG0002518	OG0002297	n0		CCC27727.1		ALV11645.1	
N3.HOG0002519	OG0002298	n0		CCC27741.1		ALV11655.1	
N3.HOG0002520	OG0002299	n0		CCC27742.1		ALV11656.1	
N3.HOG0002521	OG0002300	n0		CCC27743.1		ALV11657.1	
N3.HOG0002522	OG0002301	n0		CCC27744.1		ALV11658.1	
N3.HOG0002523	OG0002302	n0		CCC27748.1		ALV11661.1	
N3.HOG0002524	OG0002303	n0		CCC27749.1		ALV11662.1	
N3.HOG0002525	OG0002304	n0		CCC27753.1		ALV11665.1	
N3.HOG0002526	OG0002305	n0		CCC27763.1		ALV11671.1	
N3.HOG0002527	OG0002306	n0		CCC27765.1		ALV11673.1	
N3.HOG0002528	OG0002307	n0		CCC27766.1		ALV11674.1	
N3.HOG0002529	OG0002308	n0		CCC27767.1		ALV11675.1	
N3.HOG0002530	OG0002309	n0		CCC27768.1		ALV11676.1	
N3.HOG0002531	OG0002310	n0		CCC27778.1		ALV11685.1	
N3.HOG0002532	OG0002311	n0		CCC27785.1		ALV11691.1	
N3.HOG0002533	OG0002312	n0		CCC27786.1		ALV13087.1	
N3.HOG0002534	OG0002313	n0		CCC27787.1		ALV11692.1	
N3.HOG0002535	OG0002314	n0		CCC27789.1		ALV11694.1	
N3.HOG0002536	OG0002315	n0		CCC27796.1		ALV11701.1	
N3.HOG0002537	OG0002316	n0		CCC27805.1		ALV11709.1	
N3.HOG0002538	OG0002317	n0		CCC27818.1		ALV13089.1	
N3.HOG0002539	OG0002318	n0		CCC27819.1		ALV11720.1	
N3.HOG0002540	OG0002319	n0		CCC27820.1		ALV13090.1	
N3.HOG0002541	OG0002320	n0		CCC27824.1		ALV11724.1	
N3.HOG0002542	OG0002321	n0		CCC27825.1		ALV11725.1	
N3.HOG0002543	OG0002322	n0		CCC27826.1		ALV11726.1	
N3.HOG0002544	OG0002323	n0		CCC27837.1			
N3.HOG0002545	OG0002324	n0		CCC27840.1		ALV11738.1	
N3.HOG0002546	OG0002325	n0		CCC27841.1		ALV11739.1	
N3.HOG0002547	OG0002326	n0		CCC27848.1		ALV13092.1	
N3.HOG0002548	OG0002327	n0		CCC27853.1		ALV11751.1	
N3.HOG0002549	OG0002328	n0		CCC27856.1		ALV11755.1	
N3.HOG0002550	OG0002329	n0		CCC27862.1		ALV11760.1	
N3.HOG0002551	OG0002330	n0		CCC27863.1		ALV11761.1	
N3.HOG0002552	OG0002331	n0		CCC27864.1		ALV11762.1	
N3.HOG0002553	OG0002332	n0		CCC27865.1		ALV11763.1	
N3.HOG0002554	OG0002333	n0		CCC27872.1		ALV11770.1	
N3.HOG0002555	OG0002334	n0		CCC27874.1		ALV11771.1	
N3.HOG0002556	OG0002335	n0		CCC27875.1		ALV11772.1	
N3.HOG0002557	OG0002336	n0		CCC27885.1		ALV12708.1, ALV11783.1	
N3.HOG0002558	OG0002337	n0		CCC27906.1		ALV11802.1	
N3.HOG0002559	OG0002338	n0		CCC27912.1		ALV11808.1	
N3.HOG0002560	OG0002339	n0		CCC27915.1		ALV11811.1	
N3.HOG0002561	OG0002340	n0		CCC27917.1		ALV11813.1	
N3.HOG0002562	OG0002341	n0		CCC27920.1		ALV11816.1	
N3.HOG0002563	OG0002342	n0		CCC27922.1		ALV11818.1	
N3.HOG0002564	OG0002343	n0		CCC27923.1		ALV13099.1	
N3.HOG0002565	OG0002344	n0		CCC27924.1		ALV11819.1	
N3.HOG0002566	OG0002345	n0		CCC27925.1		ALV11820.1	
N3.HOG0002567	OG0002346	n0		CCC27926.1		ALV11821.1	
N3.HOG0002568	OG0002347	n0		CCC27927.1		ALV11822.1	
N3.HOG0002569	OG0002348	n0		CCC27929.1		ALV13100.1	
N3.HOG0002570	OG0002349	n0		CCC27931.1		ALV11825.1	
N3.HOG0002571	OG0002350	n0		CCC27932.1		ALV11828.1	
N3.HOG0002572	OG0002351	n0		CCC27933.1		ALV11829.1	
N3.HOG0002573	OG0002352	n0		CCC27935.1		ALV11831.1	
N3.HOG0002574	OG0002353	n0		CCC27937.1		ALV11833.1	
N3.HOG0002575	OG0002354	n0		CCC27942.1		ALV11839.1	
N3.HOG0002576	OG0002355	n0		CCC27949.1		ALV11846.1	
N3.HOG0002577	OG0002356	n0		CCC27951.1		ALV13103.1	
N3.HOG0002578	OG0002357	n0		CCC27952.1		ALV11847.1	
N3.HOG0002579	OG0002358	n0		CCC27953.1		ALV11848.1	
N3.HOG0002580	OG0002359	n0		CCC27954.1		ALV11849.1	
N3.HOG0002581	OG0002360	n0		CCC27958.1		ALV11853.1	
N3.HOG0002582	OG0002361	n0		CCC27967.1		ALV11861.1	
N3.HOG0002583	OG0002362	n0		CCC27970.1		ALV11864.1	
N3.HOG0002584	OG0002363	n0		CCC27973.1		ALV11866.1	
N3.HOG0002585	OG0002364	n0		CCC27979.1		ALV11872.1	
N3.HOG0002586	OG0002365	n0		CCC27985.1		ALV11877.1	
N3.HOG0002587	OG0002366	n0		CCC27986.1		ALV11878.1	
N3.HOG0002588	OG0002367	n0		CCC27989.1		ALV13106.1	
N3.HOG0002589	OG0002368	n0		CCC27992.1		ALV11882.1	
N3.HOG0002590	OG0002369	n0		CCC27993.1		ALV11883.1	
N3.HOG0002591	OG0002370	n0		CCC27997.1		ALV11886.1	
N3.HOG0002592	OG0002371	n0		CCC27998.1		ALV11887.1	
N3.HOG0002593	OG0002372	n0		CCC28010.1		ALV13111.1	
N3.HOG0002594	OG0002373	n0		CCC28012.1		ALV11897.1	
N3.HOG0002595	OG0002374	n0		CCC28014.1		ALV11899.1	
N3.HOG0002596	OG0002375	n0		CCC28017.1		ALV11902.1	
N3.HOG0002597	OG0002376	n0		CCC28714.1, CCC28019.1		ALV12528.1	
N3.HOG0002598	OG0002377	n0		CCC28021.1		ALV11905.1	
N3.HOG0002599	OG0002378	n0		CCC28023.1		ALV11907.1	
N3.HOG0002600	OG0002379	n0		CCC28024.1		ALV13114.1	
N3.HOG0002601	OG0002380	n0		CCC28030.1		ALV13115.1	
N3.HOG0002602	OG0002381	n0		CCC28032.1		ALV11914.1	
N3.HOG0002603	OG0002382	n0		CCC28034.1		ALV11917.1	
N3.HOG0002604	OG0002383	n0		CCC28038.1		ALV13117.1	
N3.HOG0002605	OG0002384	n0		CCC28042.1		ALV11924.1	
N3.HOG0002606	OG0002385	n0		CCC28045.1		ALV11926.1	
N3.HOG0002607	OG0002386	n0		CCC28048.1		ALV11928.1	
N3.HOG0002608	OG0002387	n0		CCC28050.1		ALV11930.1	
N3.HOG0002609	OG0002388	n0		CCC28066.1		ALV11946.1	
N3.HOG0002610	OG0002389	n0		CCC28069.1		ALV11948.1	
N3.HOG0002611	OG0002390	n0		CCC28070.1			
N3.HOG0002612	OG0002391	n0		CCC28072.1		ALV11950.1	
N3.HOG0002613	OG0002392	n0		CCC28083.1		ALV11960.1	
N3.HOG0002614	OG0002393	n0		CCC28090.1		ALV11967.1	
N3.HOG0002615	OG0002394	n0		CCC28092.1		ALV11969.1	
N3.HOG0002616	OG0002395	n0		CCC28104.1		ALV11977.1	
N3.HOG0002617	OG0002396	n0		CCC28114.1		ALV11987.1	
N3.HOG0002618	OG0002397	n0		CCC28117.1		ALV11988.1	
N3.HOG0002619	OG0002398	n0		CCC28123.1		ALV11992.1	
N3.HOG0002620	OG0002399	n0		CCC28126.1		ALV11995.1	
N3.HOG0002621	OG0002400	n0		CCC28131.1		ALV11999.1	
N3.HOG0002622	OG0002401	n0		CCC28132.1		ALV12000.1	
N3.HOG0002623	OG0002402	n0		CCC28133.1		ALV12001.1	
N3.HOG0002624	OG0002403	n0		CCC28135.1		ALV13134.1	
N3.HOG0002625	OG0002404	n0		CCC28136.1		ALV12003.1	
N3.HOG0002626	OG0002405	n0		CCC28137.1		ALV12004.1	
N3.HOG0002627	OG0002406	n0		CCC28138.1		ALV12005.1	
N3.HOG0002628	OG0002407	n0		CCC28139.1		ALV12006.1	
N3.HOG0002629	OG0002408	n0		CCC28140.1		ALV13135.1	
N3.HOG0002630	OG0002409	n0		CCC28145.1		ALV12010.1	
N3.HOG0002631	OG0002410	n0		CCC28146.1		ALV12011.1	
N3.HOG0002632	OG0002411	n0		CCC28147.1		ALV12012.1	
N3.HOG0002633	OG0002412	n0		CCC28148.1		ALV12013.1	
N3.HOG0002634	OG0002413	n0		CCC28150.1		ALV12015.1	
N3.HOG0002635	OG0002414	n0		CCC28152.1		ALV12017.1	
N3.HOG0002636	OG0002415	n0		CCC28172.1		ALV12036.1	
N3.HOG0002637	OG0002416	n0		CCC28176.1		ALV12041.1	
N3.HOG0002638	OG0002417	n0		CCC28180.1		ALV12045.1	
N3.HOG0002639	OG0002418	n0		CCC28181.1		ALV12046.1	
N3.HOG0002640	OG0002419	n0		CCC28211.1		ALV12066.1	
N3.HOG0002641	OG0002420	n0		CCC28212.1		ALV12067.1	
N3.HOG0002642	OG0002421	n0		CCC28221.1		ALV12076.1	
N3.HOG0002643	OG0002422	n0		CCC28223.1		ALV13145.1	
N3.HOG0002644	OG0002423	n0		CCC28224.1		ALV12078.1	
N3.HOG0002645	OG0002424	n0		CCC28225.1		ALV12079.1	
N3.HOG0002646	OG0002425	n0		CCC28226.1		ALV12080.1	
N3.HOG0002647	OG0002426	n0		CCC28227.1		ALV12081.1	
N3.HOG0002648	OG0002427	n0		CCC28230.1		ALV13146.1	
N3.HOG0002649	OG0002428	n0		CCC28232.1		ALV12085.1	
N3.HOG0002650	OG0002429	n0		CCC28233.1		ALV12086.1	
N3.HOG0002651	OG0002430	n0		CCC28234.1		ALV12087.1	
N3.HOG0002652	OG0002431	n0		CCC28235.1		ALV12088.1	
N3.HOG0002653	OG0002432	n0		CCC28236.1		ALV12089.1	
N3.HOG0002654	OG0002433	n0		CCC28242.1		ALV12095.1	
N3.HOG0002655	OG0002434	n0		CCC28243.1		ALV12096.1	
N3.HOG0002656	OG0002435	n0		CCC28244.1		ALV12097.1	
N3.HOG0002657	OG0002436	n0		CCC28245.1		ALV12098.1	
N3.HOG0002658	OG0002437	n0		CCC28247.1		ALV12100.1	
N3.HOG0002659	OG0002438	n0		CCC28252.1		ALV12104.1	
N3.HOG0002660	OG0002439	n0		CCC28267.1		ALV13149.1	
N3.HOG0002661	OG0002440	n0		CCC28271.1		ALV12123.1	
N3.HOG0002662	OG0002441	n0		CCC28276.1		ALV12125.1	
N3.HOG0002663	OG0002442	n0		CCC28277.1		ALV12126.1	
N3.HOG0002664	OG0002443	n0		CCC28279.1		ALV13154.1	
N3.HOG0002665	OG0002444	n0		CCC28280.1		ALV12128.1	
N3.HOG0002666	OG0002445	n0		CCC28281.1		ALV12130.1	
N3.HOG0002667	OG0002446	n0		CCC28282.1		ALV12131.1	
N3.HOG0002668	OG0002447	n0		CCC28289.1		ALV12135.1	
N3.HOG0002669	OG0002448	n0		CCC28292.1		ALV12138.1	
N3.HOG0002670	OG0002449	n0		CCC28293.1		ALV12139.1	
N3.HOG0002671	OG0002450	n0		CCC28297.1		ALV12142.1	
N3.HOG0002672	OG0002451	n0		CCC28301.1		ALV12145.1	
N3.HOG0002673	OG0002452	n0		CCC28303.1		ALV12147.1	
N3.HOG0002674	OG0002453	n0		CCC28313.1		ALV13160.1	
N3.HOG0002675	OG0002454	n0		CCC28314.1		ALV12156.1	
N3.HOG0002676	OG0002455	n0		CCC28315.1		ALV12157.1	
N3.HOG0002677	OG0002456	n0		CCC28316.1		ALV12158.1	
N3.HOG0002678	OG0002457	n0		CCC28319.1		ALV12161.1	
N3.HOG0002679	OG0002458	n0		CCC28333.1		ALV12174.1	
N3.HOG0002680	OG0002459	n0		CCC28334.1		ALV12175.1	
N3.HOG0002681	OG0002460	n0		CCC28339.1		ALV12180.1	
N3.HOG0002682	OG0002461	n0		CCC28349.1		ALV13162.1	
N3.HOG0002683	OG0002462	n0		CCC28353.1		ALV12193.1	
N3.HOG0002684	OG0002463	n0		CCC28365.1		ALV12203.1	
N3.HOG0002685	OG0002464	n0		CCC28368.1		ALV12206.1	
N3.HOG0002686	OG0002465	n0		CCC28370.1		ALV12208.1	
N3.HOG0002687	OG0002466	n0		CCC28371.1		ALV12209.1	
N3.HOG0002688	OG0002467	n0		CCC28373.1		ALV12211.1	
N3.HOG0002689	OG0002468	n0		CCC28374.1		ALV12212.1	
N3.HOG0002690	OG0002469	n0		CCC28377.1		ALV12215.1	
N3.HOG0002691	OG0002470	n0		CCC28378.1		ALV12216.1	
N3.HOG0002692	OG0002471	n0		CCC28403.1		ALV12273.1	
N3.HOG0002693	OG0002472	n0		CCC28415.1		ALV13174.1	
N3.HOG0002694	OG0002473	n0		CCC28417.1		ALV13175.1	
N3.HOG0002695	OG0002474	n0		CCC28418.1		ALV12282.1	
N3.HOG0002696	OG0002475	n0		CCC28424.1		ALV12287.1	
N3.HOG0002697	OG0002476	n0		CCC28425.1		ALV12288.1	
N3.HOG0002698	OG0002477	n0		CCC28443.1		ALV12304.1	
N3.HOG0002699	OG0002478	n0		CCC28445.1		ALV12306.1	
N3.HOG0002700	OG0002479	n0		CCC28446.1		ALV12307.1	
N3.HOG0002701	OG0002480	n0		CCC28447.1		ALV12308.1	
N3.HOG0002702	OG0002481	n0		CCC28448.1		ALV12309.1	
N3.HOG0002703	OG0002482	n0		CCC28449.1		ALV12310.1	
N3.HOG0002704	OG0002483	n0		CCC28454.1		ALV12313.1	
N3.HOG0002705	OG0002484	n0		CCC28455.1		ALV12314.1	
N3.HOG0002706	OG0002485	n0		CCC28471.1		ALV12325.1	
N3.HOG0002707	OG0002486	n0		CCC28473.1		ALV12327.1	
N3.HOG0002708	OG0002487	n0		CCC28475.1		ALV12329.1	
N3.HOG0002709	OG0002488	n0		CCC28476.1		ALV12330.1	
N3.HOG0002710	OG0002489	n0		CCC28477.1		ALV12331.1	
N3.HOG0002711	OG0002490	n0		CCC28480.1		ALV13186.1	
N3.HOG0002712	OG0002491	n0		CCC28496.1		ALV12348.1	
