Orthogroup	Mafric	Mavium	Mbovis	Mlepra	Mmicro
OG0001768	CCC25486.1	AAS06445.1	ALV09658.1		AMC57890.1
OG0001769	CCC25487.1	AAS06446.1	ALV09659.1		AMC57891.1
OG0001770	CCC25493.1	AAS06458.1	ALV09665.1		AMC57897.1
OG0001771	CCC25494.1	AAS02435.1	ALV09666.1		AMC57898.1
OG0001772	CCC25495.1	AAS06461.1	ALV09667.1		AMC57899.1
OG0001773	CCC25498.1	AAS06464.1	ALV09670.1		AMC57902.1
OG0001774	CCC25501.1	AAS06466.1	ALV12808.1		AMC57905.1
OG0001775	CCC25502.1	AAS06467.1	ALV09673.1		AMC57906.1
OG0001776	CCC25508.1	AAS06473.1	ALV09679.1		AMC57912.1
OG0001777	CCC25512.1	AAS06482.1	ALV09683.1		AMC57917.1
OG0001778	CCC25515.1	AAS06488.1	ALV09686.1		AMC57920.1
OG0001779	CCC25517.1	AAS06492.1	ALV09687.1		AMC57922.1
OG0001780	CCC25526.1	AAS06495.1	ALV09696.1		AMC57931.1
OG0001781	CCC25530.1	AAS06499.1	ALV09700.1		AMC57936.1
OG0001782	CCC25532.1	AAS06501.1	ALV09702.1		AMC57937.1
OG0001783	CCC25533.1	AAS06502.1	ALV09703.1		AMC57938.1
OG0001784	CCC25534.1	AAS06503.1	ALV09704.1		AMC57939.1
OG0001785	CCC25535.1	AAS06504.1	ALV12812.1		AMC57940.1
OG0001786	CCC25536.1	AAS06505.1	ALV09705.1		AMC57941.1
OG0001787	CCC25542.1	AAS06511.1	ALV09711.1		AMC57947.1
OG0001788	CCC25549.1	AAS06516.1	ALV12814.1		AMC57954.1
OG0001789	CCC25550.1	AAS06517.1	ALV09717.1		AMC57955.1
OG0001790	CCC25560.1	AAS06527.1	ALV09725.1		AMC57965.1
OG0001791	CCC25561.1	AAS06528.1	ALV09726.1		AMC57966.1
OG0001792	CCC25568.1	AAS03702.1	ALV09729.1		AMC57974.1
OG0001793	CCC25570.1	AAS06535.1	ALV09731.1		AMC57976.1
OG0001794	CCC25576.1	AAS06540.1	ALV09736.1		AMC57983.1
OG0001795	CCC25579.1		ALV09739.1	CAC31945.1	AMC57986.1
OG0001796	CCC25587.1	AAS06551.1	ALV09746.1		AMC57995.1
OG0001797	CCC25592.1	AAS06556.1	ALV09749.1		AMC58001.1
OG0001798	CCC25595.1	AAS06557.1	ALV09751.1		AMC58004.1
OG0001799	CCC25596.1	AAS06558.1	ALV09752.1		AMC58005.1
OG0001800	CCC25597.1	AAS06559.1	ALV09753.1		AMC58006.1
OG0001801	CCC25601.1	AAS06564.1	ALV09757.1		AMC58011.1
OG0001802	CCC25602.1	AAS06568.1	ALV12826.1		AMC58012.1
OG0001803	CCC25612.1	AAS06578.1	ALV09766.1		AMC58023.1
OG0001804	CCC25614.1	AAS06580.1	ALV09768.1		AMC58025.1
OG0001805	CCC25615.1	AAS06582.1	ALV09769.1		AMC58026.1
OG0001806	CCC25616.1	AAS06583.1	ALV09770.1		AMC58027.1
OG0001807	CCC25617.1	AAS06584.1	ALV09771.1		AMC58029.1
OG0001808	CCC25618.1	AAS06585.1	ALV09772.1		AMC58031.1
OG0001809	CCC25619.1	AAS06586.1	ALV09773.1		AMC58032.1
OG0001810	CCC25620.1	AAS06587.1	ALV09774.1		AMC58034.1
OG0001811	CCC25630.1	AAS06598.1	ALV09784.1		AMC58044.1
OG0001812	CCC25631.1	AAS06599.1	ALV09785.1		AMC58045.1
OG0001813	CCC25636.1	AAS06604.1	ALV09789.1		AMC58050.1
OG0001814	CCC25639.1	AAS02442.1	ALV09792.1		AMC58053.1
OG0001815	CCC25643.1	AAS06611.1	ALV12830.1		AMC58057.1
OG0001816	CCC25644.1	AAS06612.1	ALV09796.1		AMC58058.1
OG0001817	CCC25645.1	AAS06613.1	ALV09797.1		AMC58059.1
OG0001818	CCC25658.1	AAS06623.1	ALV09808.1		AMC58078.1
OG0001819	CCC25662.1	AAS06625.1	ALV09811.1		AMC58082.1
OG0001820	CCC25663.1	AAS06626.1	ALV09812.1		AMC58083.1
OG0001821	CCC25665.1	AAS06631.1	ALV09814.1		AMC58085.1
OG0001822	CCC25681.1	AAS03419.1	ALV09828.1		AMC58102.1
OG0001823	CCC25691.1	AAS06363.1	ALV09839.1		AMC58112.1
OG0001824	CCC25698.1	AAS06621.1	ALV12838.1		AMC58119.1
OG0001825	CCC25699.1	AAS06622.1	ALV09845.1		AMC58120.1
OG0001826	CCC25704.1	AAS06640.1	ALV09850.1		AMC58125.1
OG0001827	CCC25705.1	AAS04345.1	ALV09851.1		AMC58126.1
OG0001828	CCC25706.1	AAS04344.1	ALV09852.1		AMC58127.1
OG0001829	CCC25708.1	AAS06641.1	ALV09854.1		AMC58129.1
OG0001830	CCC25710.1	AAS06644.1	ALV09855.1		AMC58131.1
OG0001831	CCC25711.1	AAS06652.1	ALV09856.1		AMC58132.1
OG0001832	CCC25712.1	AAS06653.1	ALV12840.1		AMC58133.1
OG0001833	CCC25729.1	AAS06671.1	ALV09873.1		AMC58150.1
OG0001834	CCC25730.1	AAS06672.1	ALV12841.1		AMC58151.1
OG0001835	CCC25731.1	AAS06673.1	ALV09874.1		AMC58152.1
OG0001836	CCC25734.1	AAS06677.1	ALV09877.1		AMC58156.1
OG0001837	CCC25752.1	AAS06838.1	ALV09896.1		AMC58176.1
OG0001838	CCC25753.1	AAS06683.1	ALV09897.1		AMC58177.1
OG0001839	CCC25754.1	AAS06684.1	ALV09898.1		AMC58178.1
OG0001840	CCC25755.1	AAS06685.1	ALV09899.1		AMC58179.1
OG0001841	CCC25756.1	AAS06686.1	ALV09900.1		AMC58180.1
OG0001842	CCC25761.1	AAS06688.1	ALV09904.1		AMC58186.1
OG0001843	CCC25762.1	AAS06689.1	ALV09905.1		AMC58187.1
OG0001844	CCC25767.1	AAS06695.1	ALV09909.1		AMC58192.1
OG0001845	CCC25768.1	AAS06696.1	ALV09910.1		AMC58193.1
OG0001846	CCC25769.1	AAS06697.1	ALV09911.1		AMC58194.1
OG0001847	CCC25771.1	AAS06700.1	ALV09913.1		AMC58196.1
OG0001848	CCC25772.1	AAS06701.1	ALV09914.1		AMC58197.1
OG0001849	CCC25773.1	AAS06702.1	ALV09916.1		AMC58199.1
OG0001850	CCC25774.1	AAS06703.1	ALV09917.1		AMC58200.1
OG0001851	CCC25775.1	AAS06704.1	ALV09918.1		AMC58201.1
OG0001852	CCC25776.1	AAS06705.1	ALV09919.1		AMC58202.1
OG0001853	CCC25777.1	AAS06707.1	ALV09920.1		AMC58203.1
OG0001854	CCC25778.1	AAS06708.1	ALV09921.1		AMC58204.1
OG0001855	CCC25793.1	AAS06724.1	ALV09938.1		AMC58219.1
OG0001856	CCC25809.1	AAS06743.1	ALV09953.1		AMC58235.1
OG0001857	CCC25811.1	AAS06745.1	ALV09954.1		AMC58237.1
OG0001858	CCC25817.1	AAS06751.1	ALV12846.1		AMC58243.1
OG0001859	CCC25818.1	AAS06752.1	ALV09960.1		AMC58244.1
OG0001860	CCC25819.1	AAS06762.1	ALV09961.1		AMC58245.1
OG0001861	CCC25836.1	AAS06765.1	ALV09975.1		AMC58267.1
OG0001862	CCC25837.1	AAS06418.1	ALV09976.1		AMC58268.1
OG0001863	CCC25841.1	AAS02908.1	ALV09982.1		AMC58273.1
OG0001864	CCC25846.1	AAS02913.1	ALV09987.1		AMC58278.1
OG0001865	CCC25847.1	AAS02914.1	ALV09988.1		AMC58279.1
OG0001866	CCC25848.1	AAS02915.1	ALV09989.1		AMC58280.1
OG0001867	CCC25849.1	AAS02916.1	ALV09990.1		AMC58281.1
OG0001868	CCC25853.1	AAS02920.1	ALV09993.1		AMC58285.1
OG0001869	CCC25857.1	AAS02924.1	ALV09997.1		AMC58289.1
OG0001870	CCC25859.1	AAS02926.1	ALV09999.1		AMC58291.1
OG0001871	CCC25860.1	AAS02927.1	ALV10000.1		AMC58292.1
OG0001872	CCC25862.1	AAS02929.1	ALV10002.1		AMC58295.1
OG0001873	CCC25863.1	AAS02930.1	ALV10003.1	CAC31184.1	
OG0001874	CCC25867.1	AAS02937.1	ALV10008.1		AMC58302.1
OG0001875	CCC25869.1	AAS02939.1	ALV10011.1		AMC58305.1
OG0001876	CCC25870.1	AAS02941.1	ALV10012.1		AMC58306.1
OG0001877	CCC25873.1	AAS02944.1	ALV10015.1		AMC58309.1
OG0001878	CCC25880.1	AAS02947.1	ALV10022.1		AMC58316.1
OG0001879	CCC25881.1	AAS02948.1	ALV12851.1		AMC58317.1
OG0001880	CCC25883.1	AAS02950.1	ALV10024.1		AMC58319.1
OG0001881	CCC25886.1	AAS02953.1	ALV10027.1		AMC58323.1
OG0001882	CCC25888.1		ALV10029.1	CAC31164.1	AMC58325.1
OG0001883	CCC25894.1	AAS02959.1	ALV10034.1		AMC58333.1
OG0001884	CCC25900.1	AAS02966.1	ALV12854.1		AMC58341.1
OG0001885	CCC25904.1	AAS02973.1	ALV10041.1		AMC58345.1
OG0001886	CCC25908.1	AAS02977.1	ALV12856.1		AMC58349.1
OG0001887	CCC25909.1	AAS02978.1	ALV10044.1		AMC58350.1
OG0001888	CCC25910.1	AAS02979.1	ALV12857.1		AMC58351.1
OG0001889	CCC25916.1	AAS03533.1	ALV10050.1		AMC58358.1
OG0001890	CCC25919.1	AAS02987.1	ALV10053.1		AMC58362.1
OG0001891	CCC25921.1	AAS03001.1	ALV10055.1		AMC58364.1
OG0001892	CCC25924.1	AAS03005.1	ALV10058.1		AMC58366.1
OG0001893	CCC25926.1	AAS03007.1	ALV12859.1		AMC58368.1
OG0001894	CCC25932.1	AAS03027.1	ALV10063.1		AMC58374.1
OG0001895	CCC25933.1	AAS03098.1	ALV12862.1		AMC58375.1
OG0001896	CCC25936.1	AAS03102.1	ALV10066.1		AMC58378.1
OG0001897	CCC25939.1	AAS03105.1	ALV10067.1		AMC58381.1
OG0001898	CCC25945.1	AAS03119.1	ALV10072.1		AMC58387.1
OG0001899	CCC25946.1	AAS03120.1	ALV10073.1		AMC58388.1
OG0001900	CCC25947.1	AAS03121.1	ALV10074.1		AMC58389.1
OG0001901	CCC25949.1	AAS03123.1	ALV10076.1		AMC58391.1
OG0001902	CCC25950.1	AAS03124.1	ALV10077.1		AMC58392.1
OG0001903	CCC25951.1	AAS03126.1	ALV10078.1		AMC58393.1
OG0001904	CCC25954.1	AAS03128.1	ALV10081.1		AMC58397.1
OG0001905	CCC25962.1	AAS03137.1	ALV10089.1		AMC58406.1
OG0001906	CCC25963.1	AAS03138.1	ALV10090.1		AMC58407.1
OG0001907	CCC25968.1	AAS03143.1	ALV10095.1		AMC58412.1
OG0001908	CCC25970.1	AAS03144.1	ALV10096.1		AMC58415.1
OG0001909	CCC25978.1	AAS03147.1	ALV10103.1		AMC58426.1
OG0001910	CCC25979.1	AAS03148.1	ALV10104.1		AMC58427.1
OG0001911	CCC25985.1	AAS03156.1	ALV10109.1		AMC58433.1
OG0001912	CCC25987.1	AAS03158.1	ALV12869.1		AMC58435.1
OG0001913	CCC25989.1	AAS03160.1	ALV10112.1		AMC58437.1
OG0001914	CCC26000.1		"ALV10124.1, ALV11777.1"		AMC58452.1
OG0001915	CCC26004.1	AAS03185.1	ALV10128.1		AMC58456.1
OG0001916	CCC26008.1	AAS03188.1	ALV10131.1		AMC58461.1
OG0001917	CCC26018.1	AAS03192.1	ALV12874.1		AMC58472.1
OG0001918	CCC26020.1	AAS03198.1	ALV10140.1		AMC58474.1
OG0001919	CCC26024.1	AAS03203.1	ALV10143.1		AMC58477.1
OG0001920	CCC26026.1	AAS03207.1	ALV12877.1		AMC58479.1
OG0001921	CCC26034.1	AAS03216.1	ALV12879.1		AMC58486.1
OG0001922	CCC26039.1	AAS03222.1	ALV10155.1		AMC58491.1
OG0001923	CCC26040.1	AAS03223.1	ALV10156.1		AMC58492.1
OG0001924	CCC26052.1	AAS03226.1	ALV10168.1		AMC58508.1
OG0001925	CCC26054.1	AAS03228.1	ALV12881.1		AMC58510.1
OG0001926	CCC26055.1	AAS03229.1	ALV10170.1		AMC58511.1
OG0001927	CCC26056.1	AAS03230.1	ALV10171.1		AMC58512.1
OG0001928	CCC26057.1	AAS03231.1	ALV10172.1		AMC58513.1
OG0001929	CCC26072.1	AAS03238.1	ALV10186.1		AMC58533.1
OG0001930	CCC26081.1	AAS03257.1	ALV12886.1		AMC58544.1
OG0001931	CCC26082.1		ALV10194.1	CAC29698.1	AMC58545.1
OG0001932	CCC26083.1	AAS03259.1	ALV10195.1		AMC58546.1
OG0001933	CCC26101.1	AAS03302.1	ALV10211.1		AMC58565.1
OG0001934	CCC26103.1	AAS03305.1	ALV10213.1		AMC58568.1
OG0001935	CCC26104.1	AAS03306.1	ALV10214.1		AMC58569.1
OG0001936	CCC26109.1	AAS03312.1	ALV10219.1		AMC58578.1
OG0001937	CCC26110.1	AAS03313.1	ALV10220.1		AMC58581.1
OG0001938	CCC26112.1	AAS03317.1	ALV10222.1		AMC58584.1
OG0001939	CCC26113.1	AAS03315.1	ALV10223.1		AMC58585.1
OG0001940	CCC26114.1	AAS03314.1	ALV10224.1		AMC58586.1
OG0001941	CCC26115.1	AAS03318.1	ALV10225.1		AMC58587.1
OG0001942	CCC26116.1	AAS03319.1	ALV10226.1		AMC58589.1
OG0001943	CCC26141.1	AAS03323.1	ALV10251.1		AMC58611.1
OG0001944	CCC26142.1	AAS03324.1	ALV12892.1		AMC58613.1
OG0001945	CCC26143.1	AAS03325.1	ALV10252.1		AMC58614.1
OG0001946	CCC26144.1	AAS02666.1	ALV12893.1		AMC58615.1
OG0001947	CCC26145.1	AAS03326.1	ALV10253.1		AMC58616.1
OG0001948	CCC26146.1	AAS03327.1	ALV10254.1		AMC58617.1
OG0001949	CCC26147.1	AAS03328.1	ALV10255.1		AMC58618.1
OG0001950	CCC26148.1	AAS03329.1	ALV10256.1		AMC58619.1
OG0001951	CCC26149.1	AAS03330.1	ALV10257.1		AMC58620.1
OG0001952	CCC26150.1	AAS03331.1	ALV12894.1		AMC58621.1
OG0001953	CCC26151.1	AAS03332.1	ALV10258.1		AMC58623.1
OG0001954	CCC26154.1	AAS03333.1	ALV10260.1		AMC58628.1
OG0001955	CCC26159.1	AAS03338.1	ALV12897.1		AMC58633.1
OG0001956	CCC26160.1	AAS03339.1	ALV12898.1		AMC58634.1
OG0001957	CCC26162.1	AAS03341.1	ALV10265.1	CAC31912.1	
OG0001958	CCC26169.1	AAS05023.1	ALV10272.1		AMC58642.1
OG0001959	CCC26170.1	AAS05021.1	ALV12899.1		AMC58643.1
OG0001960	CCC26184.1	AAS05011.1	ALV10287.1		AMC58659.1
OG0001961	CCC26191.1	AAS05006.1	ALV10293.1		AMC58667.1
OG0001962	CCC26201.1	AAS04997.1	ALV10303.1		AMC58677.1
OG0001963	CCC26202.1	AAS04992.1	ALV10304.1		AMC58678.1
OG0001964	CCC26205.1	AAS04991.1	ALV10307.1		AMC58681.1
OG0001965	CCC26206.1	AAS04990.1	ALV12901.1		AMC58682.1
OG0001966	CCC26208.1	AAS04989.1	ALV10309.1		AMC58685.1
OG0001967	CCC26210.1	AAS04987.1	ALV10311.1		AMC58687.1
OG0001968	CCC26211.1	AAS04986.1	ALV10312.1		AMC58688.1
OG0001969	CCC26212.1	AAS04984.1	ALV10313.1		AMC58689.1
OG0001970	CCC26213.1	AAS04983.1	ALV12902.1		AMC58690.1
OG0001971	CCC26214.1	AAS04982.1	ALV10314.1		AMC58691.1
OG0001972	CCC26218.1	AAS02614.1	ALV12903.1		AMC58696.1
OG0001973	CCC26219.1	AAS02612.1	ALV12904.1		AMC58697.1
OG0001974	CCC26222.1	AAS06665.1	ALV10319.1		AMC58700.1
OG0001975	CCC26228.1	AAS04960.1	ALV10325.1		AMC58705.1
OG0001976	CCC26229.1	AAS04957.1	ALV10326.1		AMC58707.1
OG0001977	CCC26232.1	AAS04955.1	ALV12907.1		AMC58710.1
OG0001978	CCC26241.1	AAS04949.1	ALV10337.1		AMC58719.1
OG0001979	CCC26242.1	AAS05764.1	ALV10338.1		AMC58720.1
OG0001980	CCC26243.1	AAS04948.1	ALV12908.1		AMC58721.1
OG0001981	CCC26245.1	AAS04945.1	ALV10341.1		AMC58724.1
OG0001982	CCC26250.1	AAS04938.1	ALV10346.1		AMC58731.1
OG0001983	CCC26251.1	AAS04937.1	ALV10347.1		AMC58732.1
OG0001984	CCC26253.1	AAS04935.1	ALV10349.1		AMC58734.1
OG0001985	CCC26257.1	AAS04931.1	ALV10352.1		AMC58738.1
OG0001986	CCC26267.1	AAS02456.1	ALV10361.1		AMC58748.1
OG0001987	CCC26277.1	AAS04911.1	ALV12913.1		AMC58757.1
OG0001988	CCC26278.1	AAS04910.1	ALV12914.1		AMC58758.1
OG0001989	CCC26279.1	AAS04909.1	ALV10368.1		AMC58759.1
OG0001990	CCC26280.1	AAS02487.1	ALV10369.1		AMC58760.1
OG0001991	CCC26282.1	AAS04898.1	ALV12915.1		AMC58762.1
OG0001992	CCC26295.1	AAS04890.1	ALV10381.1		AMC58774.1
OG0001993	CCC26297.1	AAS04888.1	ALV10383.1		AMC58776.1
OG0001994	CCC26302.1		ALV10389.1	CAC31448.1	AMC58781.1
OG0001995	CCC26306.1	AAS04880.1	ALV10393.1		AMC58785.1
OG0001996	CCC26307.1	AAS04879.1	ALV10394.1		AMC58786.1
OG0001997	CCC26308.1	AAS04878.1	ALV10395.1		AMC58787.1
OG0001998	CCC26309.1	AAS04877.1	ALV10396.1		AMC58788.1
OG0001999	CCC26322.1	AAS04868.1	ALV10405.1		AMC58802.1
OG0002000	CCC26325.1	AAS04866.1	ALV10408.1		AMC58805.1
OG0002001	CCC26341.1	AAS04851.1	ALV10422.1		AMC58825.1
OG0002002	CCC26344.1	AAS04838.1	ALV10425.1		AMC58828.1
OG0002003	CCC26346.1	AAS04836.1	ALV10427.1		AMC58830.1
OG0002004	CCC26349.1	AAS04833.1	ALV10428.1		AMC58834.1
OG0002005	CCC26352.1	AAS04996.1	ALV12924.1		AMC58837.1
OG0002006	CCC26353.1	AAS04827.1	ALV10430.1		AMC58838.1
OG0002007	CCC26356.1	AAS04823.1	ALV10433.1		AMC58841.1
OG0002008	CCC26361.1	AAS03994.1	ALV10436.1		AMC58847.1
OG0002009	CCC26364.1	AAS04818.1	ALV10438.1		AMC58850.1
OG0002010	CCC26377.1	AAS04804.1	ALV10449.1		AMC58864.1
OG0002011	CCC26378.1	AAS04802.1	ALV12928.1		AMC58865.1
OG0002012	CCC26380.1	AAS04800.1	ALV10451.1		AMC58867.1
OG0002013	CCC26411.1	AAS04760.1	ALV10481.1		AMC58901.1
OG0002014	CCC26417.1	AAS04755.1	ALV10486.1		AMC58907.1
OG0002015	CCC26422.1	AAS04751.1	ALV10491.1		AMC58912.1
OG0002016	CCC26423.1	AAS04750.1	ALV12932.1		AMC58913.1
OG0002017	CCC26424.1	AAS04749.1	ALV10492.1		AMC58914.1
OG0002018	CCC26425.1	AAS04748.1	ALV10493.1		AMC58915.1
OG0002019	CCC26426.1	AAS04747.1	ALV10494.1		AMC58916.1
OG0002020	CCC26442.1	AAS03870.1	ALV10509.1		AMC58932.1
OG0002021	CCC26444.1	AAS04731.1	ALV10511.1		AMC58934.1
OG0002022	CCC26446.1	AAS04725.1	ALV10513.1		AMC58938.1
OG0002023	CCC26448.1	AAS04720.1	ALV10515.1		AMC58940.1
OG0002024	CCC26449.1	AAS04711.1	ALV10516.1		AMC58941.1
OG0002025	CCC26452.1	AAS03660.1	ALV10519.1		AMC58945.1
OG0002026	CCC26453.1		ALV10520.1	CAC30705.1	AMC58946.1
OG0002027	CCC26460.1	AAS04678.1	ALV10527.1		AMC58956.1
OG0002028	CCC26463.1	AAS03430.1	ALV10531.1		AMC58960.1
OG0002029	CCC26473.1	AAS03431.1	ALV10540.1		AMC58970.1
OG0002030	CCC26476.1	AAS03434.1	ALV10543.1		AMC58973.1
OG0002031	CCC26494.1	AAS03445.1	ALV10559.1		AMC58993.1
OG0002032	CCC26495.1	AAS03446.1	ALV12938.1		AMC58994.1
OG0002033	CCC26501.1	AAS03451.1	ALV10563.1		AMC59000.1
OG0002034	CCC26519.1	AAS03473.1	ALV10579.1		AMC59019.1
OG0002035	CCC26525.1	AAS03479.1	ALV10585.1		AMC59026.1
OG0002036	CCC26526.1	AAS03480.1	ALV10586.1		AMC59027.1
OG0002037	CCC26529.1	AAS06361.1	ALV10589.1	CAC30076.1	
OG0002038	CCC26538.1	AAS03490.1	ALV10600.1		AMC59042.1
OG0002039	CCC26541.1	AAS03493.1	ALV10603.1		AMC59045.1
OG0002040	CCC26548.1	AAS03497.1	ALV12944.1		AMC59056.1
OG0002041	CCC26549.1	AAS03498.1	ALV10611.1		AMC59057.1
OG0002042	CCC26568.1	AAS03516.1	ALV10630.1		AMC59076.1
OG0002043	CCC26584.1	AAS03532.1	ALV10645.1		AMC59095.1
OG0002044	CCC26587.1	AAS03541.1	ALV10648.1		AMC59099.1
OG0002045	CCC26630.1	AAS03560.1	ALV10670.1		AMC59146.1
OG0002046	CCC26631.1	AAS04803.1	ALV10671.1		AMC59147.1
OG0002047	CCC26632.1	AAS03561.1	ALV10672.1		AMC59148.1
OG0002048	CCC26641.1	AAS03570.1	ALV10681.1		AMC59157.1
OG0002049	CCC26642.1	AAS03571.1	ALV10682.1		AMC59158.1
OG0002050	CCC26649.1	AAS03578.1	ALV10688.1		AMC59165.1
OG0002051	CCC26662.1	AAS03586.1	ALV10699.1		AMC59179.1
OG0002052	CCC26666.1	AAS03590.1	ALV12956.1		AMC59183.1
OG0002053	CCC26670.1	AAS03594.1	ALV10705.1		AMC59187.1
OG0002054	CCC26681.1	AAS03569.1	ALV10712.1		AMC59197.1
OG0002055	CCC26682.1	AAS03609.1	ALV10713.1		AMC59198.1
OG0002056	CCC26692.1	AAS03619.1	ALV10722.1		AMC59208.1
OG0002057	CCC26703.1	AAS03629.1	ALV10732.1		AMC59219.1
OG0002058	CCC26704.1	AAS03630.1	ALV10733.1		AMC59220.1
OG0002059	CCC26705.1	AAS03631.1	ALV10734.1		AMC59221.1
OG0002060	CCC26706.1	AAS03632.1	ALV10735.1		AMC59222.1
OG0002061	CCC26707.1	AAS03633.1	ALV10736.1		AMC59223.1
OG0002062	CCC26711.1	AAS03637.1	ALV10740.1		AMC59227.1
OG0002063	CCC26716.1	AAS03647.1	ALV10745.1		AMC59232.1
OG0002064	CCC26718.1	AAS03653.1	ALV10746.1		AMC59234.1
OG0002065	CCC26722.1	AAS03659.1	ALV10748.1		AMC59241.1
OG0002066	CCC26754.1	AAS03690.1	ALV10775.1		AMC59274.1
OG0002067	CCC26756.1	AAS03691.1	ALV10776.1		AMC59275.1
OG0002068	CCC26774.1	AAS03709.1	ALV10792.1		AMC59295.1
OG0002069	CCC26778.1	AAS03714.1	ALV10796.1		AMC59300.1
OG0002070	CCC26779.1	AAS03715.1	ALV12969.1		AMC59301.1
OG0002071	CCC26780.1	AAS03716.1	ALV10797.1		AMC59302.1
OG0002072	CCC26791.1	AAS03726.1	ALV10807.1		AMC59317.1
OG0002073	CCC26811.1	AAS04018.1	ALV12971.1		AMC59340.1
OG0002074	CCC26812.1	AAS04017.1	ALV10826.1		AMC59341.1
OG0002075	CCC26817.1	AAS04792.1	ALV12972.1		AMC59346.1
OG0002076	CCC26821.1		ALV10834.1	CAC30369.1	AMC59350.1
OG0002077	CCC26835.1	AAS03649.1	ALV10846.1		AMC59367.1
OG0002078	CCC26837.1	AAS03965.1	ALV10847.1		AMC59369.1
OG0002079	CCC26840.1	AAS06821.1	ALV12977.1		AMC59372.1
OG0002080	CCC26843.1	AAS03164.1	ALV10852.1	CAC32008.1	
OG0002081	CCC26845.1	AAS04362.1	ALV10854.1		AMC59378.1
OG0002082	CCC26847.1	AAS06870.1	ALV10856.1		AMC59381.1
OG0002083	CCC26858.1	AAS06085.1	ALV10864.1		AMC59393.1
OG0002084	CCC26864.1	AAS03809.1	ALV10870.1		AMC59400.1
OG0002085	CCC26868.1	AAS02325.1	ALV10873.1		AMC59404.1
OG0002086	CCC26869.1	AAS02326.1	ALV10874.1		AMC59405.1
OG0002087	CCC26871.1	AAS03810.1	ALV10875.1		AMC59407.1
OG0002088	CCC26873.1	AAS03817.1	ALV12982.1		AMC59409.1
OG0002089	CCC26877.1	AAS03820.1	ALV10879.1		AMC59412.1
OG0002090	CCC26878.1	AAS03821.1	ALV10880.1		AMC59413.1
OG0002091	CCC26906.1	AAS03842.1	ALV10906.1		AMC59445.1
OG0002092	CCC26908.1	AAS03845.1	ALV10908.1		AMC59447.1
OG0002093	CCC26915.1	AAS03853.1	ALV12985.1		AMC59455.1
OG0002094	CCC26916.1	AAS03854.1	ALV10915.1		AMC59456.1
OG0002095	CCC26917.1	AAS03855.1	ALV10916.1		AMC59457.1
OG0002096	CCC26926.1	AAS04366.1	ALV10925.1		AMC59465.1
OG0002097	CCC26933.1	AAS03867.1	ALV10933.1		AMC59473.1
OG0002098	CCC26934.1	AAS03868.1	ALV10934.1		AMC59474.1
OG0002099	CCC26936.1	AAS03874.1		CAC31020.1	AMC59476.1
OG0002100	CCC26939.1	AAS03877.1	ALV10938.1		AMC59479.1
OG0002101	CCC26949.1	AAS03882.1	ALV10948.1		AMC59489.1
OG0002102	CCC26950.1	AAS03884.1	ALV10949.1		AMC59490.1
OG0002103	CCC26951.1	AAS03885.1	ALV10950.1		AMC59491.1
OG0002104	CCC26955.1	AAS03889.1	ALV10954.1		AMC59495.1
OG0002105	CCC26958.1	AAS03893.1	ALV10957.1		AMC59498.1
OG0002106	CCC26960.1	AAS03895.1	ALV10959.1		AMC59500.1
OG0002107	CCC26961.1	AAS03896.1	ALV10960.1		AMC59501.1
OG0002108	CCC26962.1	AAS03898.1	ALV10961.1		AMC59502.1
OG0002109	CCC26965.1	AAS03903.1	ALV10964.1		AMC59505.1
OG0002110	CCC26966.1	AAS03908.1	ALV10965.1		AMC59506.1
OG0002111	CCC26967.1	AAS03909.1	ALV10966.1		AMC59507.1
OG0002112	CCC26970.1	AAS03916.1	ALV12987.1		AMC59511.1
OG0002113	CCC26971.1	AAS03917.1	ALV10969.1		AMC59512.1
OG0002114	CCC26974.1	AAS03922.1	ALV10971.1		AMC59515.1
OG0002115	CCC26977.1	AAS03925.1	ALV10974.1		AMC59518.1
OG0002116	CCC26980.1	AAS06754.1	ALV12989.1		AMC59523.1
OG0002117	CCC26983.1	AAS03929.1	ALV10977.1		AMC59526.1
OG0002118	CCC26985.1	AAS03933.1	ALV10978.1		AMC59528.1
OG0002119	CCC26986.1	AAS03934.1	ALV10979.1		AMC59529.1
OG0002120	CCC26987.1	AAS03935.1	ALV10980.1		AMC59530.1
OG0002121	CCC26990.1	AAS03940.1	ALV10984.1		AMC59534.1
OG0002122	CCC26991.1	AAS03941.1	ALV10985.1		AMC59535.1
OG0002123	CCC27001.1	AAS03985.1	ALV10993.1		AMC59547.1
OG0002124	CCC27002.1	AAS03986.1	ALV10994.1		AMC59548.1
OG0002125	CCC27003.1	AAS03955.1	ALV12993.1		AMC59549.1
OG0002126	CCC27013.1	AAS02389.1	ALV11002.1		AMC59560.1
OG0002127	CCC27015.1	AAS05710.1	ALV11004.1		AMC59562.1
OG0002128	CCC27018.1	AAS03964.1	ALV11006.1		AMC59566.1
OG0002129	CCC27021.1	AAS03966.1	ALV11008.1		AMC59570.1
OG0002130	CCC27023.1	AAS03968.1	ALV11010.1		AMC59571.1
OG0002131	CCC27025.1	AAS03970.1	ALV11012.1		AMC59574.1
OG0002132	CCC27028.1	AAS02893.1	ALV11015.1		AMC59578.1
OG0002133	CCC27031.1	AAS02763.1	ALV11017.1		AMC59581.1
OG0002134	CCC27045.1	AAS03168.1	ALV11031.1		AMC59596.1
